Value,Address,Address2,Date,Time,Date2,Time2,Case,Original_URL,Source,Atty,Atty_Contact,Address3,City,StateZip,State,Postal,County,Extra2
,1001 Courtney St NW,"Grand Rapids, MI 49504, Kent County",2025-07-16,,,,,https://www.auction.com/details/1001-courtney-st-nw-grand-rapids-mi-1776542,Auction.com,"Trott and Trott, P.C.",(248) 642-2515,"Grand Rapids, MI 49504, Kent County",Grand Rapids,MI 49504,MI,49504, Kent County,
,11276 Riverside Dr,"Stanwood, MI 49346, Mecosta County",2025-07-16,,,,,https://www.auction.com/details/11276-riverside-dr-stanwood-mi-1777993,Auction.com,Orlans PC,(248) 502-1400,"Stanwood, MI 49346, Mecosta County",Stanwood,MI 49346,MI,49346, Mecosta County,
,4242 Jones Rd,"North Branch, MI 48461, Lapeer County",2025-07-16,,,,,https://www.auction.com/details/4242-jones-rd-north-branch-mi-1778394,Auction.com,"Johnson, Blumberg & Associates, LLC",,"North Branch, MI 48461, Lapeer County",North Branch,MI 48461,MI,48461, Lapeer County,
,915 Crawford St,"Flint, MI 48507, Genesee County",2025-07-16,,,,25-001689-1,https://www.auction.com/details/915-crawford-st-flint-mi-1778443,Auction.com,SCHNEIDERMAN & SHERMAN PC,(248) 539-7400,"Flint, MI 48507, Genesee County",Flint,MI 48507,MI,48507, Genesee County,
,12899 Croftshire Dr,"Grand Blanc, MI 48439, Genesee County",2025-07-16,,,,,https://www.auction.com/details/12899-croftshire-dr-grand-blanc-mi-1778467,Auction.com,"Johnson, Blumberg & Associates, LLC",,"Grand Blanc, MI 48439, Genesee County",Grand Blanc,MI 48439,MI,48439, Genesee County,
,510 N Delia St,"Ludington, MI 49431, Mason County",2025-07-16,,,,,https://www.auction.com/details/510-n-delia-st-ludington-mi-1782275,Auction.com,"Trott and Trott, P.C.",(248) 642-2515,"Ludington, MI 49431, Mason County",Ludington,MI 49431,MI,49431, Mason County,
,507 Mitchell St,"Coleraine, MN 55722, Itasca County",2025-07-16,,,,,https://www.auction.com/details/507-mitchell-st-coleraine-mn-1747889,Auction.com,"Trott and Trott, P.C.",(651) 209-9760,"Coleraine, MN 55722, Itasca County",Coleraine,MN 55722,MN,55722, Itasca County,
,34504 Lipscy Nieman Rd,"Hill City, MN 55748, Itasca County",2025-07-16,,,,056080-F1,https://www.auction.com/details/34504-lipscy-nieman-rd-hill-city-mn-1726476,Auction.com,"Wilford, Geske and Cook, P.A.",(651) 209-3300,"Hill City, MN 55748, Itasca County",Hill City,MN 55748,MN,55748, Itasca County,
,2010 Pinewood Rd SE,"Rochester, MN 55904, Olmsted County",2025-07-16,,,,043929F01,https://www.auction.com/details/2010-pinewood-rd-se-rochester-mn-1754192,Auction.com,"Halliday, Watkins and Mann, P.C.",(801) 355-2886,"Rochester, MN 55904, Olmsted County",Rochester,MN 55904,MN,55904, Olmsted County,
,15393 Painters Lane N,"West Lakeland, MN 55082, Washington County",2025-07-16,,,,055074-F1,https://www.auction.com/details/15393-painters-ln-n-west-lakeland-mn-1778615,Auction.com,"Wilford, Geske and Cook, P.A.",(651) 209-3300,"West Lakeland, MN 55082, Washington County",West Lakeland,MN 55082,MN,55082, Washington County,
,1051 Bellaire Bv NW,"Isanti, MN 55040, Isanti County",2025-07-16,,,,056296-F1,https://www.auction.com/details/1051-bellaire-blvd-nw-isanti-mn-1778780,Auction.com,"Wilford, Geske and Cook, P.A.",(651) 209-3300,"Isanti, MN 55040, Isanti County",Isanti,MN 55040,MN,55040, Isanti County,
,21837 Mishawaka Road,"Grand Rapids, MN 55744, Itasca County",2025-07-16,,,,056596-F1,https://www.auction.com/details/21837-mishawaka-rd-grand-rapids-mn-1784440,Auction.com,"Wilford, Geske and Cook, P.A.",(651) 209-3300,"Grand Rapids, MN 55744, Itasca County",Grand Rapids,MN 55744,MN,55744, Itasca County,
,305 2nd Street SE,"New Prague, MN 56071, Le Sueur County",2025-07-16,,,,055233-F1,https://www.auction.com/details/305-2nd-st-se-new-prague-mn-1750018,Auction.com,"Wilford, Geske and Cook, P.A.",(651) 209-3300,"New Prague, MN 56071, Le Sueur County",New Prague,MN 56071,MN,56071, Le Sueur County,
,4095 66th St,"Inver Grove Heights, MN 55076, Dakota County",2025-07-16,,,,,https://www.auction.com/details/4095-66th-st-e-inver-grove-heights-mn-1751179,Auction.com,"Trott and Trott, P.C.",(651) 209-9760,"Inver Grove Heights, MN 55076, Dakota County",Inver Grove Heights,MN 55076,MN,55076, Dakota County,
,3750 Bryant Ave N,"Minneapolis, MN 55412, Hennepin County",2025-07-16,,,,MN24247,https://www.auction.com/details/3750-bryant-ave-n-minneapolis-mn-1757949,Auction.com,"Halliday, Watkins and Mann, P.C.",(801) 355-2886,"Minneapolis, MN 55412, Hennepin County",Minneapolis,MN 55412,MN,55412, Hennepin County,
,1922 Maple Street,"Hastings, MN 55033, Dakota County",2025-07-16,,,,052261-F2,https://www.auction.com/details/1922-maple-st-hastings-mn-1767736,Auction.com,"Wilford, Geske and Cook, P.A.",(651) 209-3300,"Hastings, MN 55033, Dakota County",Hastings,MN 55033,MN,55033, Dakota County,
,24147 Maple Drive W,"Bovey, MN 55709, Itasca County",2025-07-16,,,,056559-F1,https://www.auction.com/details/24147-maple-dr-w-bovey-mn-1767738,Auction.com,"Wilford, Geske and Cook, P.A.",(651) 209-3300,"Bovey, MN 55709, Itasca County",Bovey,MN 55709,MN,55709, Itasca County,
,2 39th Ave SE,"Minot, ND 58701, Ward County",2025-07-16,,,,,https://www.auction.com/details/2-39th-ave-se-minot-nd-1760912,Auction.com,"Halliday, Watkins and Mann, P.C.",(801) 355-2886,"Minot, ND 58701, Ward County",Minot,ND 58701,ND,58701, Ward County,
,1220 Legion Ln W,"West Fargo, ND 58078, Cass County",2025-07-16,,,,,https://www.auction.com/details/1220-legion-ln-w-west-fargo-nd-1770957,Auction.com,"Halliday, Watkins and Mann, P.C.",(801) 355-2886,"West Fargo, ND 58078, Cass County",West Fargo,ND 58078,ND,58078, Cass County,
,2601 Maine Ave,"Enid, OK 73701, Garfield County",2025-07-16,,,,,https://www.auction.com/details/2601-e-maine-ave-enid-ok-1784764,Auction.com,"Baer & Timberlake, P.C.",(405) 842-7722,"Enid, OK 73701, Garfield County",Enid,OK 73701,OK,73701, Garfield County,
,802 W Downing St,"Tahlequah, OK 74464, Cherokee County",2025-07-16,,,,208916-01,https://www.auction.com/details/802-w-downing-st-tahlequah-ok-1758374,Auction.com,"Baer & Timberlake, P.C.",(405) 842-7722,"Tahlequah, OK 74464, Cherokee County",Tahlequah,OK 74464,OK,74464, Cherokee County,
,11530 S. Sunnylane Road,"Oklahoma City, OK 73160, Cleveland County",2025-07-16,,,,24-140995-FC0...,https://www.auction.com/details/11530-s-sunnylane-rd-moore-ok-1770791,Auction.com,Shapiro and Cejda LLP,,"Oklahoma City, OK 73160, Cleveland County",Oklahoma City,OK 73160,OK,73160, Cleveland County,
,1503 Allen Rd,"Tahlequah, OK 74464, Cherokee County",2025-07-16,,,,,https://www.auction.com/details/1503-e-allen-rd-tahlequah-ok-1759025,Auction.com,"The Mortgage Law Firm, PLC",(619) 465-8200,"Tahlequah, OK 74464, Cherokee County",Tahlequah,OK 74464,OK,74464, Cherokee County,
,114 Laurel St,"Lone Grove, OK 73443, Carter County",2025-07-16,,,,,https://www.auction.com/details/114-laurel-st-lone-grove-ok-1772883,Auction.com,"Kivell, Rayment and Francis, P.C.",(918) 254-0626,"Lone Grove, OK 73443, Carter County",Lone Grove,OK 73443,OK,73443, Carter County,
,1014 Seneca Ave,"Enid, OK 73703, Garfield County",2025-07-16,,,,,https://www.auction.com/details/1014-seneca-ave-enid-ok-1774735,Auction.com,"The Mortgage Law Firm, PLC",(619) 465-8200,"Enid, OK 73703, Garfield County",Enid,OK 73703,OK,73703, Garfield County,
,402 South Maple,"Commerce, OK 74339, Ottawa County",2025-07-16,,,,,https://www.auction.com/details/402-s-maple-st-commerce-ok-1775242,Auction.com,Shapiro and Cejda LLP,,"Commerce, OK 74339, Ottawa County",Commerce,OK 74339,OK,74339, Ottawa County,
,209 B St SW,"Miami, OK 74354, Ottawa County",2025-07-16,,,,,https://www.auction.com/details/209-b-st-sw-miami-ok-1775244,Auction.com,Shapiro and Cejda LLP,,"Miami, OK 74354, Ottawa County",Miami,OK 74354,OK,74354, Ottawa County,
,315 B St NW,"Miami, OK 74354, Ottawa County",2025-07-16,,,,,https://www.auction.com/details/315-b-st-nw-miami-ok-1784388,Auction.com,"The Mortgage Law Firm, PLC",(619) 465-8200,"Miami, OK 74354, Ottawa County",Miami,OK 74354,OK,74354, Ottawa County,
,204 Railroad St,"Utica, PA 16362, Venango County",2025-07-16,,,,,https://www.auction.com/details/204-railroad-st-utica-pa-1761724,Auction.com,"Hladik, Onorato and Federman, LLP",,"Utica, PA 16362, Venango County",Utica,PA 16362,PA,16362, Venango County,
,147 English Ct,"Bushkill, PA 18324, Pike County",2025-07-16,,,,,https://www.auction.com/details/147-english-ct-bushkill-pa-1786982,Auction.com,"McCabe, Weisberg and Conway, LLC",,"Bushkill, PA 18324, Pike County",Bushkill,PA 18324,PA,18324, Pike County,
,203 Maple Street,"Franklin, PA 16323, Venango County",2025-07-16,,,,71736,https://www.auction.com/details/203-maple-st-franklin-pa-1756560,Auction.com,"Vitti Law Group, Inc.",,"Franklin, PA 16323, Venango County",Franklin,PA 16323,PA,16323, Venango County,
,122 Tigerlily Dr,"Dingmans Ferry, PA 18328, Pike County",2025-07-16,,,,23-155127,https://www.auction.com/details/122-tigerlily-dr-dingmans-ferry-pa-1751117,Auction.com,"RAS Citron, LLC",,"Dingmans Ferry, PA 18328, Pike County",Dingmans Ferry,PA 18328,PA,18328, Pike County,
,218 Spruce Run Creek Drive,"Dingmans Ferry, PA 18328, Pike County",2025-07-16,,,,24-007846-1,https://www.auction.com/details/218-spruce-run-crk-dr-dingmans-ferry-pa-1759600,Auction.com,Padgett Law Group,(850) 422-2520,"Dingmans Ferry, PA 18328, Pike County",Dingmans Ferry,PA 18328,PA,18328, Pike County,
,1004 Market Street,"Berwick, PA 18603, Columbia County",2025-07-16,,,,,https://www.auction.com/details/1004-market-st-berwick-pa-1745909,Auction.com,"Stern and Eisenberg, PC",215-572-8111 Ext1060,"Berwick, PA 18603, Columbia County",Berwick,PA 18603,PA,18603, Columbia County,
,228 8th St,"Berwick, PA 18603, Columbia County",2025-07-16,,,,19-402815,https://www.auction.com/details/228-e-8th-st-berwick-pa-1746924,Auction.com,"RAS Citron, LLC",,"Berwick, PA 18603, Columbia County",Berwick,PA 18603,PA,18603, Columbia County,
,114 Brink Hill Rd,"Greentown, PA 18426, Pike County",2025-07-16,,,,23-104020,https://www.auction.com/details/114-brink-hill-rd-greentown-pa-1750793,Auction.com,"RAS Citron, LLC",,"Greentown, PA 18426, Pike County",Greentown,PA 18426,PA,18426, Pike County,
,107 Mustange Dr,"Lords Valley, PA 18428, Wayne County",2025-07-16,,,,,https://www.auction.com/details/107-mustange-dr-lords-valley-pa-1778529,Auction.com,Orlans PC,(248) 502-1400,"Lords Valley, PA 18428, Wayne County",Lords Valley,PA 18428,PA,18428, Wayne County,
,95 Ophelia Street,"Providence, RI 02909, Providence County",2025-07-16,,,,27781-130944,https://www.auction.com/details/95-ophelia-st-providence-ri-1752295,Auction.com,"Harmon Law Offices, P.C.",(617) 558-0500,"Providence, RI 02909, Providence County",Providence,RI 02909,RI,02909, Providence County,"95 Ophelia Avenue,586 Hartford Avenue"
,2364 N 840 W,"Clinton, UT 84015, Davis County",2025-07-16,,,,131161-UT,https://www.auction.com/details/2364-n-840-w-clinton-ut-1768125,Auction.com,Orange Title Insurance Agency,(858) 750-7600,"Clinton, UT 84015, Davis County",Clinton,UT 84015,UT,84015, Davis County,
,50 Harlow Rd,"Springfield, VT 05156, Windsor County",2025-07-16,,,,,https://www.auction.com/details/50-harlow-rd-springfield-vt-1759540,Auction.com,Brock and Scott PLLC,(401) 217-8701,"Springfield, VT 05156, Windsor County",Springfield,VT 05156,VT,05156, Windsor County,
,17 Eric St,"Springfield, VT 05156, Windsor County",2025-07-16,,,,,https://www.auction.com/details/17-eric-st-springfield-vt-1761762,Auction.com,Brock and Scott PLLC,(401) 217-8701,"Springfield, VT 05156, Windsor County",Springfield,VT 05156,VT,05156, Windsor County,
,84 Marshall Ave,"Hartford, VT 05047, Windsor County",2025-07-16,,,,,https://www.auction.com/details/84-marshall-ave-white-river-junction-vt-1776767,Auction.com,Brock and Scott PLLC,(401) 217-8701,"Hartford, VT 05047, Windsor County",Hartford,VT 05047,VT,05047, Windsor County,
,1831 River Street,"Rhinelander, WI 54501, Oneida County",2025-07-16,,,,WI 24 2986,https://www.auction.com/details/1831-river-st-rhinelander-wi-1734748,Auction.com,"Johnson, Blumberg & Associates, LLC",(312) 541-9710,"Rhinelander, WI 54501, Oneida County",Rhinelander,WI 54501,WI,54501, Oneida County,
,141 Elm St,"Brillion, WI 54110, Calumet County",2025-07-16,,,,24CV000155,https://www.auction.com/details/141-elm-st-brillion-wi-1749958,Auction.com,"GRAY & ASSOCIATES, LLP",(414) 224-8404,"Brillion, WI 54110, Calumet County",Brillion,WI 54110,WI,54110, Calumet County,
,2825 280th Ave,"Salem, WI 53168, Kenosha County",2025-07-16,,,,22CV001040,https://www.auction.com/details/2825-280th-ave-salem-wi-1751378,Auction.com,"GRAY & ASSOCIATES, LLP",(414) 224-8404,"Salem, WI 53168, Kenosha County",Salem,WI 53168,WI,53168, Kenosha County,
,241 N 4th St,"Glenrock, WY 82637, Converse County",2025-07-16,,,,,https://www.auction.com/details/241-n-4th-st-glenrock-wy-1761801,Auction.com,"The Sayer Law Group, P.C.",(319) 234-2530,"Glenrock, WY 82637, Converse County",Glenrock,WY 82637,WY,82637, Converse County,
,5424 S 164th Rd,"Brighton, MO 65617, Polk County",2025-07-16,9:30 am,,,252050,https://www.auction.com/details/5424-s-164th-rd-brighton-mo-1774469,Auction.com,"South Law, P.C.",(913) 663-7600,"Brighton, MO 65617, Polk County",Brighton,MO 65617,MO,65617, Polk County,
,24 Lamar,"St Louis, MO 63116, St. Louis County",2025-07-16,9:30 am,,,26-25-00444,https://www.auction.com/details/24-lamar-dr-saint-louis-mo-1784376,Auction.com,CSM Foreclosure Trustee Corp.,(630) 794-5300,"St Louis, MO 63116, St. Louis County",St Louis,MO 63116,MO,63116, St. Louis County,
,5052 Meadowlake Crst,"Bessemer, AL 35020, Jefferson County",2025-07-16,9:00 am,,,,https://www.auction.com/details/5052-meadowlake-crst-bessemer-al-1770580,Auction.com,Aldridge Pite LLP,(404) 994-7400,"Bessemer, AL 35020, Jefferson County",Bessemer,AL 35020,AL,35020, Jefferson County,
,6611 N 44th Ave,"Glendale, AZ 85301, Maricopa County",2025-07-16,9:00 am,,,,https://www.auction.com/details/6611-n-44th-ave-glendale-az-1758391,Auction.com,TRUSTEE CORPS,(949) 252-8300,"Glendale, AZ 85301, Maricopa County",Glendale,AZ 85301,AZ,85301, Maricopa County,
,21543 E Estrella Rd,"Queen Creek, AZ 85142, Maricopa County",2025-07-16,9:00 am,,,,https://www.auction.com/details/21543-e-estrella-rd-queen-creek-az-1758394,Auction.com,TRUSTEE CORPS,(949) 252-8300,"Queen Creek, AZ 85142, Maricopa County",Queen Creek,AZ 85142,AZ,85142, Maricopa County,
,903 3rd Street,"Hot Springs, AR 71913, Garland County",2025-07-16,9:00 am,,,,https://www.auction.com/details/903-3rd-st-hot-springs-ar-1735596,Auction.com,Wilson and Associates PLLC,(501) 219-9388,"Hot Springs, AR 71913, Garland County",Hot Springs,AR 71913,AR,71913, Garland County,
,206 Avenue 7 NE,"Atkins, AR 72823, Pope County",2025-07-16,9:00 am,,,,https://www.auction.com/details/206-avenue-7-ne-atkins-ar-1751205,Auction.com,Padgett Law Group,,"Atkins, AR 72823, Pope County",Atkins,AR 72823,AR,72823, Pope County,
,5465 W Floradora Avenue,"Fresno, CA 93722, Fresno County",2025-07-16,9:00 am,,,24-12057,https://www.auction.com/details/5465-w-floradora-ave-fresno-ca-1731506,Auction.com,Ghidotti Berger LLP,(949) 427-2010,"Fresno, CA 93722, Fresno County",Fresno,CA 93722,CA,93722, Fresno County,
,1505 Modoc Ave,"Modesto, CA 95358, Stanislaus County",2025-07-16,9:00 am,,,24-00045-FS-C...,https://www.auction.com/details/1505-modoc-ave-modesto-ca-1741174,Auction.com,National Default Servicing Corporation,(602) 264-6101,"Modesto, CA 95358, Stanislaus County",Modesto,CA 95358,CA,95358, Stanislaus County,
,6597 E Montecito Ave,"Fresno, CA 93727, Fresno County",2025-07-16,9:00 am,,,24-08963CA,https://www.auction.com/details/6597-e-montecito-ave-fresno-ca-1743330,Auction.com,McCalla Raymer Leibert Pierce,(770) 643-7200,"Fresno, CA 93727, Fresno County",Fresno,CA 93727,CA,93727, Fresno County,
,3060 Sunny Meadow Lane,"San Jose, CA 95135, Santa Clara County",2025-07-16,9:00 am,,,23003818-1 CA,https://www.auction.com/details/3060-sunny-meadow-ln-san-jose-ca-1752313,Auction.com,"ZBS Law, LLP",(714) 848-7920,"San Jose, CA 95135, Santa Clara County",San Jose,CA 95135,CA,95135, Santa Clara County,
,15470 West Kearney Boulevard,"Kerman, CA 93630, Fresno County",2025-07-16,9:00 am,,,125410-CA,https://www.auction.com/details/15470-w-kearney-blvd-kerman-ca-1756181,Auction.com,Aldridge Pite LLP,(858) 750-7777,"Kerman, CA 93630, Fresno County",Kerman,CA 93630,CA,93630, Fresno County,
,2319 E Fedora,"Fresno, CA 93726, Fresno County",2025-07-16,9:00 am,,,TS 0000001034...,https://www.auction.com/details/2319-e-fedora-ave-fresno-ca-1756256,Auction.com,Barrett Daffin Frappier Treder and Weiss,(866) 795-1852,"Fresno, CA 93726, Fresno County",Fresno,CA 93726,CA,93726, Fresno County,
,2502 Monte Vista Ave,"Modesto, CA 95350, Stanislaus County",2025-07-16,9:00 am,,,CA-24-1004171...,https://www.auction.com/details/2502-monte-vista-ave-modesto-ca-1763083,Auction.com,Quality Loan Service Corporation,(866) 645-7711,"Modesto, CA 95350, Stanislaus County",Modesto,CA 95350,CA,95350, Stanislaus County,
,7351 Forsum Road,"San Jose, CA 95138, Santa Clara County",2025-07-16,9:00 am,,,174832,https://www.auction.com/details/7351-forsum-rd-san-jose-ca-1764900,Auction.com,Prime Recon LLC,(888) 725-4142,"San Jose, CA 95138, Santa Clara County",San Jose,CA 95138,CA,95138, Santa Clara County,
,575 Haliburton Way,"Coalinga, CA 93210, Fresno County",2025-07-16,9:00 am,,,23-07134CA,https://www.auction.com/details/575-haliburton-way-coalinga-ca-1765120,Auction.com,McCalla Raymer Leibert Pierce,(770) 643-7200,"Coalinga, CA 93210, Fresno County",Coalinga,CA 93210,CA,93210, Fresno County,
,6496 Elwood Road,"Sanger, CA 93657, Fresno County",2025-07-16,9:00 am,,,CA07000834-23,https://www.auction.com/details/6496-elwood-rd-sanger-ca-1768860,Auction.com,TRUSTEE CORPS,(949) 252-8300,"Sanger, CA 93657, Fresno County",Sanger,CA 93657,CA,93657, Fresno County,
,72 Seaman Dr,"Oakdale, CA 95361, Stanislaus County",2025-07-16,9:00 am,,,CA-23-957095-...,https://www.auction.com/details/72-seaman-dr-oakdale-ca-1769042,Auction.com,Quality Loan Service Corporation,(866) 645-7711,"Oakdale, CA 95361, Stanislaus County",Oakdale,CA 95361,CA,95361, Stanislaus County,
,321 Cravens Ct,"San Jose, CA 95133, Santa Clara County",2025-07-16,9:00 am,,,24-70244,https://www.auction.com/details/321-cravens-ct-san-jose-ca-1769670,Auction.com,"ZBS Law, LLP",(714) 848-7920,"San Jose, CA 95133, Santa Clara County",San Jose,CA 95133,CA,95133, Santa Clara County,
,45924 Los Gatos Rd,"Coalinga, CA 93210, Fresno County",2025-07-16,9:00 am,,,CA-24-1001759...,https://www.auction.com/details/45924-los-gatos-rd-coalinga-ca-1772205,Auction.com,Quality Loan Service Corporation,(866) 645-7711,"Coalinga, CA 93210, Fresno County",Coalinga,CA 93210,CA,93210, Fresno County,
,1218 West Fountain Way,"Fresno, CA 93705, Fresno County",2025-07-16,9:00 am,,,TS 0000001017...,https://www.auction.com/details/1218-w-fountain-way-fresno-ca-1772879,Auction.com,Barrett Daffin Frappier Treder and Weiss,(866) 795-1852,"Fresno, CA 93705, Fresno County",Fresno,CA 93705,CA,93705, Fresno County,
,7202 E University Avenue,"Fresno, CA 93737, Fresno County",2025-07-16,9:00 am,,,24-08005CA,https://www.auction.com/details/7202-e-university-ave-fresno-ca-1772944,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(770) 643-7200,"Fresno, CA 93737, Fresno County",Fresno,CA 93737,CA,93737, Fresno County,
,1225 Pontiac Ave,"Clovis, CA 93612, Fresno County",2025-07-16,9:00 am,,,24-039192,https://www.auction.com/details/1225-pontiac-ave-clovis-ca-1774044,Auction.com,First American Title Insurance Co.,(866) 429-5179,"Clovis, CA 93612, Fresno County",Clovis,CA 93612,CA,93612, Fresno County,
