Value,Address,Address2,Date,Time,Date2,Time2,Case,URL,Source,Atty,Atty_Contact
,1130 Beulah Ave,"Pueblo, CO 81004, Pueblo County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,25-034369,https://www.auction.com/details/1130-beulah-ave-pueblo-co-1717515,Auction.com,"Janeway Law Firm, PC",
,2295 Dexter Dr,"Longmont, CO 80501, Boulder County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/2295-dexter-dr-longmont-co-1720370,Auction.com,"The Sayer Law Group, P.C.",Borrowers/homeowners should call (319) 234-2530
,534 Bickley St,"Colorado Springs, CO 80911, El Paso County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/534-bickley-st-colorado-springs-co-1775550,Auction.com,"McCarthy & Holthus, LLP",
,16 Posada Dr,"Pueblo, CO 81005, Pueblo County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/16-posada-dr-pueblo-co-1778345,Auction.com,Randall S. Miller and Associates,Borrowers/homeowners should call (248) 335-9200
,1416 Clover Creek Drive,"Longmont, CO 80503, Boulder County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,TS 10255859,https://www.auction.com/details/1416-clover-creek-dr-longmont-co-1740965,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,18 Maple Dr,"Frederick, CO 80530, Weld County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,TS 10277044,https://www.auction.com/details/18-maple-dr-frederick-co-1773880,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,375 County Road 218,"Durango, CO 81303, La Plata County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/375-county-road-218-durango-co-1741395,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,11807 Kepner Dr,"Aurora, CO 80012, Arapahoe County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/11807-e-kepner-dr-aurora-co-1747067,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,5176 Summerville Cir,"Castle Rock, CO 80109, Douglas County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2025CV30078,https://www.auction.com/details/5176-summerville-cir-castle-rock-co-1759119,Auction.com,"Halliday, Watkins and Mann, P.C.",
,2926 Pinnacle Drive,"Colorado Springs, CO 80910, El Paso County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/2926-pinnacle-dr-colorado-springs-co-1759244,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,10078 Beckham St,"Peyton, CO 80831, El Paso County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/10078-beckham-st-peyton-co-1760933,Auction.com,"Halliday, Watkins and Mann, P.C.",
,867 Summer Drive,"Highlands Ranch, CO 80126, Douglas County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/867-summer-dr-highlands-ranch-co-1769501,Auction.com,"McCarthy & Holthus, LLP",
,10444 Colby Canyon Dr,"Highlands Ranch, CO 80129, Douglas County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/10444-colby-canyon-dr-highlands-ranch-co-1784058,Auction.com,"Halliday, Watkins and Mann, P.C.",
,23080 York Ave,"Parker, CO 80138, Douglas County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/23080-york-ave-parker-co-1785791,Auction.com,Randall S. Miller and Associates,Borrowers/homeowners should call (248) 335-9200
,3219 E 99th Way,"Thornton, CO 80229, Adams County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,CO-25-1010636...,https://www.auction.com/details/3219-e-99th-way-thornton-co-1711622,Auction.com,"McCarthy & Holthus, LLP",
,17995 E 107th Pl,"Commerce City, CO 80022, Adams County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,24-033069,https://www.auction.com/details/17995-e-107th-pl-commerce-city-co-1712725,Auction.com,"Janeway Law Firm, PC",
,9822 Kenton Circle,"Commerce City, CO 80022, Adams County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,TS 10396968,https://www.auction.com/details/9822-kenton-cir-commerce-city-co-1714267,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,33530 Meadow Hill Lane,"Elizabeth, CO 80107, Elbert County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,TS 10413201,https://www.auction.com/details/33530-meadow-hill-ln-elizabeth-co-1716528,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,15513 Highway 144,"Fort Morgan, CO 80701, Morgan County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,23-030410,https://www.auction.com/details/15513-highway-144-fort-morgan-co-1717616,Auction.com,"Janeway Law Firm, PC",
,11801 E 17th Avenue,"Aurora, CO 80010, Adams County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,23-031251,https://www.auction.com/details/11801-e-17th-ave-aurora-co-1717617,Auction.com,"Janeway Law Firm, PC",
,115 Chatoga Ave,"Grover, CO 80729, Weld County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,23-029543,https://www.auction.com/details/115-chatoga-ave-grover-co-1717623,Auction.com,"Janeway Law Firm, PC",
,218 South 2nd Avenue,"Brighton, CO 80601, Adams County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,25-034114,https://www.auction.com/details/218-s-2nd-ave-brighton-co-1777906,Auction.com,"Janeway Law Firm, PC",
,955 Coyote Circle,"Coal Creek, CO 81221, Fremont County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,24-032708,https://www.auction.com/details/955-coyote-cir-coal-creek-co-1778555,Auction.com,"Janeway Law Firm, PC",
,126 S 4th St,"Victor, CO 80860, Teller County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,24CO00440-1,https://www.auction.com/details/126-s-4th-st-victor-co-1778808,Auction.com,Randall S. Miller and Associates,Borrowers/homeowners should call (248) 335-9200
,179 Prairie Falcon Pkwy,"Brighton, CO 80601, Adams County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,TS 10402550,https://www.auction.com/details/179-prairie-falcon-pkwy-brighton-co-1713822,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,887 Leeward Road,"Venice, FL 34293, Sarasota County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2019 CA 00318...,https://www.auction.com/details/887-leeward-rd-venice-fl-1787155,Auction.com,"Tromberg, Morris & Partners, PLLC",Borrowers/homeowners should call (561) 338-4101
,8520 Northwest 10 Street,"Pembroke Pines, FL 33024, Broward County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,CACE-23-01506...,https://www.auction.com/details/8520-nw-10th-st-pembroke-pines-fl-1736391,Auction.com,Padgett Law Group,
,14-808 Nanawale Circle,"Pahoa, HI 96778, Hawaii County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/14-808-nanawale-cir-pahoa-hi-1784186,Auction.com,"The Mortgage Law Firm dba TMLF Hawaii, LLLC",Borrowers/homeowners should call (619) 465-8200
,600 NW 38 Ct,"Deerfield Beach, FL 33064, Broward County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,CACE-22-00421...,https://www.auction.com/details/600-nw-38th-ct-deerfield-beach-fl-1739580,Auction.com,"Marinosci Law Group, P.C.",Borrowers/homeowners should call (954) 644-8704
,1995 NW 58th St,"Miami, FL 33142, Miami-Dade County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2023-017082-C...,https://www.auction.com/details/1995-nw-58th-st-miami-fl-1742051,Auction.com,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC",
,4860 Fireweed Street,"Middleburg, FL 32068, Clay County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2023CA001620,https://www.auction.com/details/4860-fireweed-st-middleburg-fl-1783104,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (877) 319-8840
,509 E Calhoun St,"Macomb, IL 61455, McDonough County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/509-e-calhoun-st-macomb-il-1734610,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (312) 346-9088
,324 23rd Ave,"Bellwood, IL 60104, Cook County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/324-23rd-ave-bellwood-il-1766293,Auction.com,The Wirbicki Law Group LLC,Borrowers/homeowners should call (312) 360-9455
,2112 W Laura Ave,"West Peoria, IL 61604, Peoria County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2024-FC-00002...,https://www.auction.com/details/2112-w-laura-ave-west-peoria-il-1737199,Auction.com,"Diaz Anselmo & Associates, LLC",Borrowers/homeowners should call (630) 453-6960
,10235 S Oglesby Ave,"Chicago, IL 60617, Cook County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2024CH03791,https://www.auction.com/details/10235-s-oglesby-ave-chicago-il-1783622,Auction.com,MANLEY DEAS KOCHALSKI LLC,Borrowers/homeowners should call (614) 767-7080
,510 N 4th St,"Dunlap, IL 61525, Peoria County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2024-FC-00001...,https://www.auction.com/details/510-n-4th-st-dunlap-il-1743745,Auction.com,"Diaz Anselmo & Associates, LLC",Borrowers/homeowners should call (630) 453-6960
,820 S Hamilton St,"Sullivan, IL 61951, Moultrie County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/820-s-hamilton-st-sullivan-il-1785036,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (312) 346-9088
,58 Oriole Drive,"Decatur, IL 62526, Macon County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,24 FC 123,https://www.auction.com/details/58-oriole-dr-decatur-il-1739117,Auction.com,LOGS Legal Group LLP,Borrowers/homeowners should call (847) 291-1717
,12 Circle Dr E,"Montgomery, IL 60538, Kendall County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/12-circle-dr-e-montgomery-il-1744559,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (312) 346-9088
,216 N Olive St,"Maroa, IL 61756, Macon County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,14-24-06533,https://www.auction.com/details/216-n-olive-st-maroa-il-1770674,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,3421 S 4th St,"Springfield, IL 62703, Sangamon County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,14-24-03201,https://www.auction.com/details/3421-s-4th-st-springfield-il-1745586,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,49 Waterbury Circle,"Oswego, IL 60543, Kendall County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2024FC000174,https://www.auction.com/details/49-waterbury-cir-oswego-il-1743258,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (312) 346-9088
,317 A St,"Monmouth, IL 61462, Warren County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/317-n-a-st-monmouth-il-1749964,Auction.com,"Johnson, Blumberg & Associates, LLC",Borrowers/homeowners should call (312) 541-9710
,216 12th Street,"Wood River, IL 62095, Madison County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,25-001889,https://www.auction.com/details/216-12th-st-wood-river-il-1768020,Auction.com,MANLEY DEAS KOCHALSKI LLC,Borrowers/homeowners should call (614) 767-7080
,1227 37th St,"Rock Island, IL 61201, Rock Island County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,14-24-06638,https://www.auction.com/details/1227-37th-st-rock-island-il-1773461,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,4809 N. Leonard Dr.,"Norridge, IL 60706, Cook County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,14-22-07815,https://www.auction.com/details/4809-n-leonard-dr-norridge-il-1759330,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,5528 N Cabot Dr,"Jacksonville, FL 32244, Duval County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,16-2023-CA-01...,https://www.auction.com/details/5528-cabot-dr-n-jacksonville-fl-1745165,Auction.com,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC",
,1311 Martha St,"Pekin, IL 61554, Tazewell County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1311-martha-st-pekin-il-1752235,Auction.com,"Johnson, Blumberg & Associates, LLC",Borrowers/homeowners should call (312) 541-9710
,2213 Nevada Avenue,"Granite City, IL 62040, Madison County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,25 FC 52,https://www.auction.com/details/2213-nevada-ave-granite-city-il-1768620,Auction.com,LOGS Legal Group LLP,Borrowers/homeowners should call (847) 291-1717
,2208 Valentine Avenue,"Pekin, IL 61554, Tazewell County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,24-05507,https://www.auction.com/details/2208-valentine-ave-pekin-il-1769513,Auction.com,"Marinosci Law Group, P.C.",
,2415 N. Indiana Avenue,"Peoria, IL 61604, Peoria County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,23-00628,https://www.auction.com/details/2415-n-indiana-ave-peoria-il-1769789,Auction.com,"Marinosci Law Group, P.C.",
,133 Rio Verde Dr,"Belleville, IL 62221, St. Clair County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,23-05527,https://www.auction.com/details/133-rio-verde-dr-belleville-il-1770790,Auction.com,"Marinosci Law Group, P.C.",
,117 Harding Blvd,"East Peoria, IL 61611, Tazewell County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/117-harding-blvd-east-peoria-il-1772582,Auction.com,"RAS Crane, LLC",Borrowers/homeowners should call (561) 241-6901
,4413 NW 1st Ct,"Ocala, FL 34475, Marion County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,24CA001661AX,https://www.auction.com/details/4413-nw-1st-ct-ocala-fl-1767762,Auction.com,"De Cubas & Lewis, PA",Borrowers/homeowners should call (954) 453-0365
,5610 Minosa Cir W,"Jacksonville, FL 32209, Duval County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,16-2021-CA-00...,https://www.auction.com/details/5610-minosa-cir-w-jacksonville-fl-1780082,Auction.com,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC",
,4425 Roth Drive,"Jacksonville, FL 32209, Duval County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,23-328157-FC0...,https://www.auction.com/details/4425-roth-dr-jacksonville-fl-1781059,Auction.com,Logs Legal Group LLP,Borrowers/homeowners should call (813) 880-8888
,746 Tate Rd,"Cantonment, FL 32533, Escambia County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2023 CA 00216...,https://www.auction.com/details/746-tate-rd-cantonment-fl-1734112,Auction.com,"Winderweedle, Haines, Ward and Woodman",Borrowers/homeowners should call (407) 423-4246
,7202 Notre Dame St,"Keystone Heights, FL 32656, Clay County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2024CA000876,https://www.auction.com/details/7202-notre-dame-st-keystone-heights-fl-1761777,Auction.com,Kelley Kronenberg,Borrowers/homeowners should call (954) 370-9970
,9273 NW 60th Ave,"Ocala, FL 34482, Marion County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,422020CA00014...,https://www.auction.com/details/9273-nw-60th-ave-ocala-fl-1763280,Auction.com,ALBERTELLI LAW,Borrowers/homeowners should call (813) 221-4743
,3807 Idlewood Dr,"Pensacola, FL 32505, Escambia County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,2024 CA 00114...,https://www.auction.com/details/3807-idlewood-dr-pensacola-fl-1779746,Auction.com,"Law Office of Gary Gassel, P.A.",Borrowers/homeowners should call (941) 952-9322
,512 S 5th St,"Petersburg, IN 47567, Pike County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,G210-38,https://www.auction.com/details/512-s-5th-st-petersburg-in-1763589,Auction.com,"Doyle and Foutty, P.C.",Borrowers/homeowners should call (317) 264-5000
,219 Oak St,"Millersburg, IN 46543-9749, Elkhart County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,109859F01,https://www.auction.com/details/219-oak-st-millersburg-in-1762075,Auction.com,"Feiwell and Hannoy, P.C.",Borrowers/homeowners should call (317) 237-2727
,2916 Brosmer St,"Jasper, IN 47546, Dubois County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,24-00276-1,https://www.auction.com/details/2916-brosmer-st-jasper-in-1750865,Auction.com,"Reisenfeld and Associates, LLC",
,5501 Tunbridge Crossing,"Fort Wayne, IN 46815, Allen County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,A344-500,https://www.auction.com/details/5501-tunbridge-xing-fort-wayne-in-1755789,Auction.com,"Doyle and Foutty, P.C.",Borrowers/homeowners should call (317) 264-5000
,7207 Baer Road,"Fort Wayne, IN 46809, Allen County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,15-22-00227,https://www.auction.com/details/7207-baer-rd-fort-wayne-in-1757262,Auction.com,"Codilis Law, LLC",
,5415 Bellmawr Ln,"Fort Wayne, IN 46815-5110, Allen County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,109130F01,https://www.auction.com/details/5415-bellmawr-ln-fort-wayne-in-1762083,Auction.com,"Feiwell and Hannoy, P.C.",Borrowers/homeowners should call (317) 237-2727
,51606 Downey Street,"Elkhart, IN 46514, Elkhart County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,15-25-00109,https://www.auction.com/details/51606-downey-st-elkhart-in-1754953,Auction.com,"Codilis Law, LLC",
,58189 Conor Ct,"Goshen, IN 46528, Elkhart County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/58189-conor-ct-goshen-in-1755453,Auction.com,Padgett Law Group,Borrowers/homeowners should call (850) 422-2520
,103e Fourth Street,"Huntingburg, IN 47542, Dubois County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,IF2406015,https://www.auction.com/details/103-e-4th-st-huntingburg-in-1755920,Auction.com,Sottile & Barile LLC,
,2904 Pinewood Dr,"Fort Wayne, IN 46809, Allen County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/2904-pinewood-dr-fort-wayne-in-1756236,Auction.com,"Johnson, Blumberg & Associates, LLC",Borrowers/homeowners should call (312) 541-9710
,1928 Drexel Ave,"Ft Wayne, IN 46806, Allen County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1928-drexel-ave-fort-wayne-in-1756332,Auction.com,Padgett Law Group,Borrowers/homeowners should call (850) 422-2520
,1827 Hale Ave,"Fort Wayne, IN 46802, Allen County","Wednesday, Jul 23, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1827-hale-ave-fort-wayne-in-1756498,Auction.com,"Codilis Law, LLC",
